Cell_line	Cancer_type	Tissue_type	SIDM	growth_properties	MSI_status	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type_detail	sample_site	gender	ethnicity	smoking_status	BROAD_ID	COSMIC_ID	CCLE_ID
HTC-C3	Thyroid Gland Carcinoma	Thyroid	SIDM00496	Adherent	MSS	True	True	True	False	True	True	Anaplastic Thyroid Carcinoma	Pleural Fluid	Female	East Asian	Unknown	ACH-001350	924151	HTCC3_THYROID
KYSE-410	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM01028	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Cervical oesophagus	Male	East Asian	Unknown	ACH-000809	753574	KYSE410_OESOPHAGUS
FU-OV-1	Ovarian Carcinoma	Ovary	SIDM01040	Adherent	MSS	True	True	True	False	True	True	High Grade Ovarian Serous Adenocarcinoma	Ovary	Female	East Asian	Unknown	ACH-000574	1240129	FUOV1_OVARY
JJN-3	Plasma Cell Myeloma	Haematopoietic and Lymphoid	SIDM01036	Suspension	MSS	True	True	True	False	True	True	Plasma Cell Myeloma	Bone marrow	Female	Unknown	Unknown	ACH-000653	1327766	JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MOLP-8	Plasma Cell Myeloma	Haematopoietic and Lymphoid	SIDM00434	Suspension	MSS	True	True	True	False	True	True	Plasma Cell Myeloma	Peripheral blood	Male	East Asian	Unknown	ACH-000745	1330950	MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
COLO-205	Colorectal Carcinoma	Large Intestine	SIDM00826	Semi-Adherent	MSS	True	True	True	True	True	True	Colon Adenocarcinoma	Ascites	Male	White	Unknown	ACH-001039	905961	COLO205_LARGE_INTESTINE
EVSA-T	Breast Carcinoma	Breast	SIDM01042	Adherent	MSS	True	True	True	True	True	True	Breast Carcinoma	Ascites	Female	Unknown	Unknown	ACH-001065	906862	EVSAT_BREAST
IM-95	Gastric Carcinoma	Stomach	SIDM00602	Unknown	MSS	True	True	True	True	True	True	Gastric Adenocarcinoma	Stomach	Male	East Asian	Unknown	ACH-000919	1240155	IM95_STOMACH
AU565	Breast Carcinoma	Breast	SIDM00898	Adherent	MSS	True	True	True	True	True	True	Breast Adenocarcinoma	Pleural Effusion	Female	White	Unknown	ACH-000248	910704	AU565_BREAST
KARPAS-231	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM01017	Suspension	MSS	True	True	True	False	True	True	Diffuse Large B-Cell Lymphoma	Unknown	Female	Unknown	Unknown	ACH-002255	1327774	KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Calu-6	Non-Small Cell Lung Carcinoma	Lung	SIDM00921	Adherent	MSS	True	True	True	False	True	True	Non-Small Cell Lung Carcinoma	Unknown	Female	White	Unknown	ACH-000264	724859	CALU6_LUNG
OE21	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00478	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Esophagus	Male	White	Unknown	ACH-000544	1298359	OE21_OESOPHAGUS
IGR-1	Melanoma	Skin	SIDM01060	Adherent	MSS	True	True	True	False	True	True	Melanoma	Groin lymph node	Male	Unknown	Unknown	ACH-000882	907169	IGR1_SKIN
OVCA420	Ovarian Carcinoma	Ovary	SIDM00967	Adherent	MSS	True	True	True	True	True	True	Ovarian Serous Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-002181	1480364	OVCA420_OVARY
SW626	Colorectal Carcinoma	Large Intestine	SIDM01168	Adherent	MSS	True	True	True	True	True	True	Colon Adenocarcinoma	Ovary	Female	White	Unknown	ACH-001399	909753	SW626_OVARY
NCI-H1688	Small Cell Lung Carcinoma	Lung	SIDM00792	Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Liver	Male	White	Unknown	ACH-002170	1298349	NCIH1688_LUNG
JHH-1	Hepatocellular Carcinoma	Liver	SIDM00618	Adherent	MSS	True	True	True	False	True	True	Hepatocellular Carcinoma	Gall Bladder	Male	East Asian	Unknown	ACH-000620	1298151	JHH1_LIVER
A172	Glioblastoma	Central Nervous System	SIDM00799	Adherent	MSS	True	True	True	True	True	True	Glioblastoma	Brain	Male	Unknown	Unknown	ACH-000558	687563	A172_CENTRAL_NERVOUS_SYSTEM
AM-38	Glioblastoma	Central Nervous System	SIDM00492	Unknown	MSS	True	True	True	True	True	True	Glioblastoma	Unknown	Male	Unknown	Unknown	ACH-000269	910933	AM38_CENTRAL_NERVOUS_SYSTEM
RT4	Bladder Carcinoma	Bladder	SIDM01085	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Urinary Bladder	Male	White	Unknown	ACH-000242	687455	RT4_URINARY_TRACT
NCI-H1341	Small Cell Lung Carcinoma	Lung	SIDM00646	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Cervix	Female	Unknown	Unknown	ACH-000129	1330964	NCIH1341_LUNG
J82	Bladder Carcinoma	Bladder	SIDM00693	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Urinary Bladder	Male	White	Unknown	ACH-000396	753566	J82_URINARY_TRACT
HGC-27	Gastric Carcinoma	Stomach	SIDM00290	Adherent	MSS	True	True	True	True	True	True	Gastric Carcinoma	Lymph Node	Unknown	East Asian	Unknown	ACH-000847	907055	HGC27_STOMACH
PA-1	Ovarian Carcinoma	Ovary	SIDM01140	Adherent	MSS	True	True	True	False	True	True	Ovarian Carcinoma	Ascites	Female	White	Unknown	ACH-001374	909255	PA1_OVARY
NCI-H747	Colorectal Carcinoma	Large Intestine	SIDM00778	Semi-Adherent	MSS	True	True	True	False	True	True	Cecum Adenocarcinoma	Common duct node	Male	White	Unknown	ACH-000403	908457	NCIH747_LARGE_INTESTINE
TALL-1	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00370	Suspension	MSS	False	True	True	False	True	True	Adult Precursor T Lymphoblastic Leukemia	Bone marrow	Male	Unknown	Unknown	ACH-000197	909762	TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HL-60	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00829	Suspension	MSS	True	True	True	False	True	True	Adult Acute Myeloid Leukemia	Peripheral Blood	Female	White	Unknown	ACH-000002	905938	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HCE-4	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00052	Unknown	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002243	753559	HCE4_OESOPHAGUS
NCI-H2347	Non-Small Cell Lung Carcinoma	Lung	SIDM00726	Adherent	MSS	True	True	True	False	False	True	Lung Adenocarcinoma	Unknown	Female	White	Unknown	ACH-000875	687820	NCIH2347_LUNG
NCI-H2405	Non-Small Cell Lung Carcinoma	Lung	SIDM00724	Semi-Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Ascites	Male	White	Unknown	ACH-000121	687821	NCIH2405_LUNG
HT-115	Colorectal Carcinoma	Large Intestine	SIDM00534	Adherent	MSS	True	True	True	False	True	True	Colon Carcinoma	Colon	Unknown	Unknown	Unknown	ACH-000986	907289	HT115_LARGE_INTESTINE
NCI-H322M	Non-Small Cell Lung Carcinoma	Lung	SIDM00117	Unknown	MSS	True	True	True	True	False	True	Bronchiolo-Alveolar Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000837	905967	NCIH322_LUNG
KU-19-19	Bladder Carcinoma	Bladder	SIDM01033	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Unknown	Female	Unknown	Unknown	ACH-000486	907312	KU1919_URINARY_TRACT
CL-11	Colorectal Carcinoma	Large Intestine	SIDM00944	Adherent	MSS	True	True	True	True	True	True	Colon Adenocarcinoma	Colon	Unknown	Unknown	Unknown	ACH-000249	1290769	CL11_LARGE_INTESTINE
HDQ-P1	Breast Carcinoma	Breast	SIDM01062	Adherent	MSS	True	True	True	False	True	True	Breast Carcinoma	Unknown	Female	Unknown	Unknown	ACH-000643	1290922	HDQP1_BREAST
A427	Non-Small Cell Lung Carcinoma	Lung	SIDM00810	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Lung	Male	White	Unknown	ACH-000757	910851	A427_LUNG
GDM-1	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM01057	Suspension	MSS	True	True	True	False	False	True	Adult Acute Myeloid Leukemia	Peripheral Blood	Female	Unknown	Unknown	ACH-000081	906870	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GA-10	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM00854	Suspension	MSS	True	True	True	False	True	True	Burkitt's Lymphoma	Peripheral blood	Male	White	Unknown	ACH-000162	1303896	GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MHH-PREB-1	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00388	Suspension	MSI	True	True	True	False	False	True	B-Cell Non-Hodgkin's Lymphoma	Lymph node	Male	White	Unknown	ACH-002272	908136	MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KM-H2	Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM01018	Suspension	MSS	True	True	True	False	True	True	Hodgkin's Lymphoma	Pleural effusion	Male	Unknown	Unknown	ACH-000815	909976	KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MES-SA	Other Solid Carcinomas	Uterus	SIDM00625	Adherent	MSS	True	True	True	False	True	True	Uterine Corpus Sarcoma	Uterus	Female	White	Unknown	ACH-000449	908127	MESSA_SOFT_TISSUE
OCI-M1	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00458	Suspension	MSS	True	True	True	False	True	True	Adult Acute Myeloid Leukemia	Erythroleukemia blasts	Unknown	Unknown	Unknown	ACH-000751	1330985	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SU-DHL-8	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00423	Suspension	MSS	True	True	True	True	False	True	Diffuse Large B-Cell Lymphoma	Pleural effusion	Male	Unknown	Unknown	ACH-000656	1331038	SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SKM-1	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00380	Suspension	MSS	True	True	True	False	True	True	Adult Acute Myeloid Leukemia	Peripheral blood	Male	East Asian	Unknown	ACH-000373	909722	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OCI-AML5	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00461	Suspension	MSS	True	True	True	False	True	True	Adult Acute Myeloid Leukemia	Peripheral blood	Male	Unknown	Unknown	ACH-000065	1330983	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H716	Colorectal Carcinoma	Large Intestine	SIDM00779	Suspension	MSS	True	True	True	False	True	True	Cecum Adenocarcinoma	Ascites	Male	White	Unknown	ACH-000491	908458	NCIH716_LARGE_INTESTINE
HuTu-80	Other Solid Carcinomas	Small Intestine	SIDM00694	Adherent	MSS	True	True	True	False	False	True	Duodenal Adenocarcinoma	Duodenum	Male	White	Unknown	ACH-000538	907073	HUTU80_SMALL_INTESTINE
SW1573	Non-Small Cell Lung Carcinoma	Lung	SIDM01163	Adherent	MSS	True	True	True	True	True	True	Bronchiolo-Alveolar Lung Carcinoma	Unknown	Female	White	Unknown	ACH-000677	724878	SW1573_LUNG
NCI-H1781	Non-Small Cell Lung Carcinoma	Lung	SIDM00754	Adherent	MSS	True	True	True	False	True	True	Bronchiolo-Alveolar Lung Carcinoma	Pleural effusion	Female	White	Unknown	ACH-000379	1298350	NCIH1781_LUNG
RL95-2	Endometrial Carcinoma	Endometrium	SIDM01088	Adherent	MSI	True	True	True	True	True	True	Adenosquamous Endometrial Carcinoma	Endometrium	Female	White	Unknown	ACH-000965	930082	RL952_ENDOMETRIUM
NCI-H1944	Non-Small Cell Lung Carcinoma	Lung	SIDM00762	Adherent	MSS	True	True	True	True	True	True	Lung Adenocarcinoma	Soft tissue	Female	White	Unknown	ACH-000414	1240185	NCIH1944_LUNG
EW-1	Ewing's Sarcoma	Bone	SIDM00205	Unknown	MSS	True	True	True	True	True	True	Ewing's Sarcoma	Unknown	Male	Unknown	Unknown	ACH-002110	949163	EW1_BONE
OVCAR-4	Ovarian Carcinoma	Ovary	SIDM00092	Unknown	MSS	True	True	True	False	True	True	High Grade Ovarian Serous Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-000617	905990	OVCAR4_OVARY
FADU	Head and Neck Carcinoma	Head and Neck	SIDM00860	Adherent	MSS	True	True	True	True	True	True	Hypopharyngeal Squamous Cell Carcinoma	Pharynx	Male	White	Unknown	ACH-000846	906863	FADU_UPPER_AERODIGESTIVE_TRACT
RPMI-7951	Melanoma	Skin	SIDM01087	Adherent	MSS	True	True	True	False	True	True	Melanoma	Lymph node	Female	White	Unknown	ACH-000348	910903	RPMI7951_SKIN
COLO-792	Melanoma	Skin	SIDM00140	Adherent	MSS	True	True	True	False	True	True	Melanoma	Brain	Male	Unknown	Unknown	ACH-000968	906814	COLO792_SKIN
BV-173	Chronic Myelogenous Leukemia	Haematopoietic and Lymphoid	SIDM00962	Suspension	MSS	True	True	True	False	True	True	Chronic Myelogenous Leukemia	Peripheral Blood	Male	Unknown	Unknown	ACH-000432	910710	BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NUGC-4	Gastric Carcinoma	Stomach	SIDM00570	Unknown	MSS	True	True	True	False	True	True	Signet Ring Cell Gastric Adenocarcinoma	Paragastric Lymph Node	Female	Unknown	Unknown	ACH-000674	1298357	NUGC4_STOMACH
SK-MEL-5	Melanoma	Skin	SIDM00080	Adherent	MSS	True	True	True	False	True	True	Cutaneous Melanoma	Lymph Node	Female	White	Unknown	ACH-000730	905956	SKMEL5_SKIN
KYSE-520	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM01025	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Lower intrathoracic oesophagus	Female	East Asian	Unknown	ACH-000637	753575	KYSE520_OESOPHAGUS
KLE	Endometrial Carcinoma	Endometrium	SIDM00686	Adherent	MSS	True	True	True	True	True	True	Endometrial Adenocarcinoma	Endometrium	Female	White	Unknown	ACH-000293	924187	KLE_ENDOMETRIUM
C2BBe1	Colorectal Carcinoma	Large Intestine	SIDM01233	Adherent	MSS	True	True	True	True	True	True	Colon Adenocarcinoma	Colon	Male	White	Unknown	ACH-000009	910700	C2BBE1_LARGE_INTESTINE
NCI-H1563	Non-Small Cell Lung Carcinoma	Lung	SIDM00751	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Lung	Male	Unknown	Unknown	ACH-000892	753600	NCIH1563_LUNG
SF268	Glioma	Central Nervous System	SIDM00085	Unknown	MSS	True	True	True	False	True	True	Astrocytoma	Unknown	Female	Unknown	Unknown	ACH-000655	905986	SF268_CENTRAL_NERVOUS_SYSTEM
TE-6	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00328	Unknown	MSS	True	True	True	False	True	True	Esophageal Squamous Cell Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000605	946355	TE6_OESOPHAGUS
CHP-212	Neuroblastoma	Peripheral Nervous System	SIDM00910	Adherent	MSS	True	True	True	True	False	True	Neuroblastoma	Brain	Unknown	Unknown	Unknown	ACH-000120	906820	CHP212_AUTONOMIC_GANGLIA
COLO-824	Breast Carcinoma	Breast	SIDM00954	Adherent	MSS	True	True	True	True	False	True	Breast Carcinoma	Peripheral Fluid	Female	Unknown	Unknown	ACH-001820	906812	COLO824_BREAST
ES-2	Ovarian Carcinoma	Ovary	SIDM00861	Adherent	MSS	True	True	True	True	True	True	Ovarian Clear Cell Adenocarcinoma	Ovary	Female	Black	Unknown	ACH-000906	1240128	ES2_OVARY
HT-1197	Bladder Carcinoma	Bladder	SIDM00676	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Urinary Bladder	Male	White	Unknown	ACH-000547	907065	HT1197_URINARY_TRACT
HCC1954	Breast Carcinoma	Breast	SIDM00872	Adherent	MSS	True	True	True	True	True	True	Ductal Breast Carcinoma	Mammary gland/duct	Female	South Asian	Unknown	ACH-000859	749709	HCC1954_BREAST
TOV-21G	Ovarian Carcinoma	Ovary	SIDM01169	Adherent	MSI	True	True	True	True	False	True	Ovarian Clear Cell Adenocarcinoma	Ovary	Female	Unknown	Unknown	ACH-000885	1240222	TOV21G_OVARY
RPMI-8226	Plasma Cell Myeloma	Haematopoietic and Lymphoid	SIDM00087	Suspension	MSS	True	True	True	True	True	True	Plasma Cell Myeloma	Peripheral blood	Male	Unknown	Unknown	ACH-000817	905964	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HCC2157	Breast Carcinoma	Breast	SIDM00774	Suspension	MSS	True	True	True	False	True	True	Ductal Breast Carcinoma	Mammary gland	Female	Black	Unknown	ACH-000691	749715	HCC2157_BREAST
EFM-192A	Breast Carcinoma	Breast	SIDM01002	Adherent	MSS	True	True	True	False	True	True	Breast Carcinoma	Pleural Effusion	Female	White	Unknown	ACH-000117	1290798	EFM192A_BREAST
HEL	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00594	Suspension	MSS	True	True	True	False	True	True	Erythroleukemia	Peripheral blood	Male	White	Unknown	ACH-000004	907053	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A498	Kidney Carcinoma	Kidney	SIDM00124	Adherent	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Unknown	Female	White	Unknown	ACH-000555	905948	A498_KIDNEY
NCI-H2052	Mesothelioma	Lung	SIDM00713	Adherent	MSS	True	True	True	False	True	True	Pleural Sarcomatoid Mesothelioma	Pleural effusion	Male	White	Unknown	ACH-000153	688058	NCIH2052_PLEURA
MEL-JUSO	Melanoma	Skin	SIDM00336	Adherent	MSS	True	True	True	False	True	True	Cutaneous Melanoma	Unknown	Female	Unknown	Unknown	ACH-000881	908125	MELJUSO_SKIN
NCI-H196	Small Cell Lung Carcinoma	Lung	SIDM00761	Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Pleural effusion	Male	White	Unknown	ACH-000752	1240186	NCIH196_LUNG
DK-MG	Glioblastoma	Central Nervous System	SIDM00947	Adherent	MSS	True	True	True	True	True	True	Glioblastoma	Right parietal lobe	Female	Unknown	Unknown	ACH-000244	906839	DKMG_CENTRAL_NERVOUS_SYSTEM
NCI-H23	Non-Small Cell Lung Carcinoma	Lung	SIDM00138	Adherent	MSS	True	True	True	True	True	True	Lung Adenocarcinoma	Unknown	Male	Black	Unknown	ACH-000900	905942	NCIH23_LUNG
SU-DHL-10	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00389	Suspension	MSS	True	True	True	True	True	True	Diffuse Large B-Cell Lymphoma	Pleural effusion	Male	Unknown	Unknown	ACH-000271	1331033	SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SUP-B8	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM01177	Unknown	MSS	True	True	True	False	True	True	B Acute Lymphoblastic Leukemia	Unknown	Unknown	Unknown	Unknown	ACH-002308	910209	SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JHH-4	Hepatocellular Carcinoma	Liver	SIDM00616	Adherent	MSS	True	True	False	False	True	True	Hepatocellular Carcinoma	Unknown	Male	East Asian	Unknown	ACH-000476	1240158	JHH4_LIVER
ABC-1	Non-Small Cell Lung Carcinoma	Lung	SIDM00494	Unknown	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Pleural effusion	Male	Unknown	Unknown	ACH-000528	906791	ABC1_LUNG
KMS-12-BM	Plasma Cell Myeloma	Haematopoietic and Lymphoid	SIDM01020	Suspension	MSS	True	True	True	False	True	True	Plasma Cell Myeloma	Bone marrow	Female	Unknown	Unknown	ACH-000380	907281	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Jurkat	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM01016	Suspension		True	True	False	False	True	True	Childhood T Acute Lymphoblastic Leukemia	Peripheral Blood	Male	Unknown	Unknown	ACH-000995	998184	JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TT2609-C02	Thyroid Gland Carcinoma	Thyroid	SIDM00418	Adherent	MSS	True	True	True	False	True	True	Follicular Thyroid Carcinoma	Unknown	Male	White	Unknown	ACH-000716	1240223	TT2609C02_THYROID
TE-1	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00369	Unknown	MSS	True	True	True	False	True	True	Esophageal Squamous Cell Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000647	753621	TE1_OESOPHAGUS
HSC-4	Oral Cavity Carcinoma	Head and Neck	SIDM00588	Adherent	MSS	True	True	True	True	True	True	Tongue Squamous Cell Carcinoma	Tongue	Male	East Asian	Unknown	ACH-000546	907062	HSC4_UPPER_AERODIGESTIVE_TRACT
HCC2998	Colorectal Carcinoma	Large Intestine	SIDM00118	Unknown	MSS	True	True	True	True	True	True	Colon Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	ACH-001081	905971	HCC2998_LARGE_INTESTINE
5637	Bladder Carcinoma	Bladder	SIDM00807	Adherent	MSS	True	True	True	False	False	True	Bladder Carcinoma	Urinary Bladder	Male	White	Unknown	ACH-000905	687452	5637_URINARY_TRACT
LCLC-97TM1	Non-Small Cell Lung Carcinoma	Lung	SIDM00344	Adherent	MSS	True	True	True	True	True	True	Large Cell Lung Carcinoma	Unknown	Male	White	Unknown	ACH-000596	946361	LCLC97TM1_LUNG
PC-3	Prostate Carcinoma	Prostate	SIDM00088	Adherent	MSS	True	True	True	False	True	True	Prostate Carcinoma	Bone	Male	White	Unknown	ACH-000090	905934	PC3_PROSTATE
TC-71	Ewing's Sarcoma	Bone	SIDM00419	Semi-Adherent	MSS	True	True	True	True	True	True	Ewing's Sarcoma	Humerus	Male	Unknown	Unknown	ACH-000424	1240221	TC71_BONE
D-423MG	Glioblastoma	Central Nervous System	SIDM00209	Unknown	MSS	True	True	True	True	True	True	Glioblastoma	Unknown	Unknown	Unknown	Unknown	ACH-002228	946372	D423MG_CENTRAL_NERVOUS_SYSTEM
NB5	Neuroblastoma	Peripheral Nervous System	SIDM00254	Unknown	MSS	True	True	True	True	True	True	Neuroblastoma	Unknown	Female	Unknown	Unknown	ACH-002283	949176	NB5_AUTONOMIC_GANGLIA
SCC-15	Oral Cavity Carcinoma	Head and Neck	SIDM01083	Adherent	MSS	True	True	True	False	True	True	Tongue Squamous Cell Carcinoma	Tongue	Male	Unknown	Unknown	ACH-000254	910911	SCC15_UPPER_AERODIGESTIVE_TRACT
SK-N-DZ	Neuroblastoma	Peripheral Nervous System	SIDM01100	Adherent	MSS	True	True	True	True	True	True	Neuroblastoma	Bone marrow	Female	White	Unknown	ACH-000366	688086	SKNDZ_AUTONOMIC_GANGLIA
SNU-C5	Colorectal Carcinoma	Large Intestine	SIDM00498	Adherent	MSI	True	True	True	True	True	True	Cecum Adenocarcinoma	Colon	Female	East Asian	Unknown	ACH-000970	1674021	SNUC5_LARGE_INTESTINE
NCI-H650	Non-Small Cell Lung Carcinoma	Lung	SIDM01124	Suspension	MSS	True	True	True	True	True	True	Lung Adenocarcinoma	Unknown	Male	Unknown	Unknown	ACH-000945	722066	NCIH650_LUNG
NCI-H2228	Non-Small Cell Lung Carcinoma	Lung	SIDM00729	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Lung	Female	Unknown	Unknown	ACH-000447	687816	NCIH2228_LUNG
MOLM-13	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00437	Suspension	MSS	True	True	True	False	True	True	Adult Acute Myeloid Leukemia	Peripheral blood	Male	Unknown	Unknown	ACH-000362	1330947	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EC-GI-10	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00278	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Lymph Node	Male	East Asian	Unknown	ACH-000305	753555	ECGI10_OESOPHAGUS
NCI-H1876	Small Cell Lung Carcinoma	Lung	SIDM00766	Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Lymph node	Male	White	Unknown	ACH-000586	1330972	NCIH1876_LUNG
HCC1143	Breast Carcinoma	Breast	SIDM00866	Adherent	MSS	True	True	True	True	True	True	Ductal Breast Carcinoma	Mammary gland/duct	Female	White	Unknown	ACH-000374	749710	HCC1143_BREAST
RC-K8	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00448	Suspension	MSS	True	True	True	False	True	True	Diffuse Large B-Cell Lymphoma	Peritoneal effusion	Unknown	Unknown	Unknown	ACH-001638	1330995	RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
FTC-133	Thyroid Gland Carcinoma	Thyroid	SIDM00213	Adherent	MSS	True	True	True	False	True	True	Follicular Thyroid Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000903	906864	FTC133_THYROID
MOLT-16	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00431	Suspension	MSS	True	True	True	False	True	True	Childhood T Acute Lymphoblastic Leukemia	Peripheral blood	Female	Unknown	Unknown	ACH-000918	908147	MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SCC-3	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00384	Unknown	MSS	True	True	True	False	True	True	B-Cell Non-Hodgkin's Lymphoma	Pleural effusion	Female	Unknown	Unknown	ACH-001642	910930	SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H1694	Small Cell Lung Carcinoma	Lung	SIDM00741	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Ascites	Male	White	Unknown	ACH-000431	688006	NCIH1694_LUNG
RCC10RGB	Kidney Carcinoma	Kidney	SIDM00235	Adherent	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Unknown	Male	East Asian	Unknown	ACH-000189	909974	RCC10RGB_KIDNEY
RS4-11	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM01086	Suspension	MSI	True	True	True	False	False	True	Adult Precursor B Lymphoblastic Leukemia	Bone marrow	Female	White	Unknown	ACH-000874	909703	RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
